ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_PRINTED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,CORRECT_AMOUNT_PRINTED,PRINTED_WIDTH,PRINTED_HEIGHT,STORAGE_TYPE,CUT_OPTION,Source Data,Product Type,Memo Yield,Yield,Type Yards vs Fees,Act Print Date,Single Kit Order Number,All Kit Order Number,Kitted vs NOT Kitted,Schu Grounds,Category Customer MTO,Single Ground Price,Kit Ground Price,Kit Produced Income,Calc Yards Produced,Schu Ground Yards,Order-Line,Unit Price Ordered,Ground Direct No Print,Division,New Goods Flag,Holding to Invoice,Single Held to Invoice,New Goods,WIP,Machine Name,Manual Machine Name,Machine Name Combined
F0003574,1,Quadrille Inc.,Contract,63747,INV4274,8/13/2024,8/23/2024,9/24/2024,8/23/2024,8/24/2024,AC998-102,Zinnia Linearis,QUAA435Oyster,Invoiced,Approved,50,50,0,50,50,22.5,1125,1125,0,1125,YD,50,24,,,,,563,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45527,,,NOT Kitted,,Fabric,0,0,0,50,,F0003574-1,22.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0004516,1,Quadrille Inc.,Contract,64241,INV4638,10/4/2024,10/21/2024,11/15/2024,10/21/2024,11/12/2024,8280-04,PEACOCK FLORAL,QUAA435Oyster,Invoiced,Approved,75,75,0,74,74,22,1650,1650,0,1628,YD,75,67,,,,,1608.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45586,,,NOT Kitted,,Fabric,0,0,0,75,,F0004516-1,22,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0004725,1,Quadrille Inc.,Contract,64306,INV4878,10/22/2024,11/15/2024,12/3/2024,11/15/2024,11/15/2024,306305WP,Crawford,"QUACPG7113 30"" 500Y",Invoiced,Approved,180,180,0,175,175,3.72,669.6,670,0,651,YD,180,150,,,,,567.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45611,,,NOT Kitted,,Paper,0,0,0,180,,F0004725-1,3.72,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0004331,1,Quadrille Inc.,Contract,64180,INV4886,9/24/2024,11/17/2024,11/5/2024,11/17/2024,11/17/2024,HP1990-02AWP,CLEMENTINE WALLPAPER NARROW,"QUACPG7113 30"" 500Y",Invoiced,Approved,180,270,0,270,270,3.9,702,1053,0,1039.5,YD,180,150,,,,,594.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45613,,,NOT Kitted,,Paper,0,0,0,270,,F0004331-1,3.9,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0004452,1,Quadrille Inc.,Contract,64207,INV5366,10/1/2024,11/18/2024,11/12/2024,11/18/2024,11/18/2024,3030-11WP,TRILBY,"QUACPG7100 30"" 500Y",Invoiced,Approved,250,250,0,250,250,3.67,917.5,918,0,917.5,YD,250,175,,,,,651.75,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45614,,,NOT Kitted,,Paper,0,0,0,250,,F0004452-1,3.67,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0004524,1,Quadrille Inc.,Contract,64250,INV5374,10/7/2024,12/20/2024,10/14/2024,12/20/2024,1/15/2025,306180WC-CSTAW,Happy Garden Background,"QUACPG7113 30"" 500Y",Invoiced,Approved,195,195,0,195,195,3.72,725.4,725,0,725.4,YD,195,180,,,,,779.1,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45646,,,NOT Kitted,,Paper,0,0,0,195,,F0004524-1,3.72,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0005773,1,Quadrille Inc.,Contract,64573,INV5357,1/7/2025,1/14/2025,2/18/2025,1/14/2025,1/14/2025,AP403-05,CRISS CROSS WP,"QUACPG7113 30"" 500Y",Invoiced,Approved,180,180,0,180,180,4,720,720,0,720,YD,180,162.5,,,,,659.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45671,,,NOT Kitted,,Paper,0,0,0,180,,F0005773-1,4,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0005959,1,Quadrille Inc.,Contract,64665,INV5748,1/21/2025,2/5/2025,3/13/2025,2/5/2025,2/5/2025,6020W-03,LYFORD TRELLIS,"PARCPG7113 30"" 500Y",Invoiced,Approved,375,375,0,375,375,5.1,1912.5,1912,0,1912.5,YD,375,375,,,,,2615.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45693,,,NOT Kitted,,Paper,0,0,0,375,,F0005959-1,5.1,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0005621,1,Quadrille Inc.,Contract,64558,INV6046,12/16/2024,2/7/2025,1/27/2025,2/7/2025,2/7/2025,6020W-08,LYFORD TRELLIS WP 6020W-08 (CREAM PURPLE LAVENDER),"PARCPG7100 30"" 500Y",Invoiced,Approved,250,250,0,250,250,4.65,1162.5,1162,0,1162.5,YD,250,210,,,,,1223.3,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45695,,,NOT Kitted,,Paper,0,0,0,250,,F0005621-1,4.65,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0006214,1,Quadrille Inc.,Contract,647060,INV6171,2/4/2025,2/28/2025,3/11/2025,2/28/2025,2/28/2025,2030-07,ARBRE DE MATISSE,QUA376W,Invoiced,Approved,50,50,0,50,50,16,800,800,0,800,YD,50,25,,,,,498,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45716,,,NOT Kitted,,Fabric,0,0,0,50,,F0006214-1,16,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0004196,1,Quadrille Inc.,Contract,64092,INV3849,9/19/2024,9/26/2024,10/10/2024,9/26/2024,9/26/2024,020070M,Tulips Multicolor,QUAA435Oyster,Invoiced,Approved,75,75,0,73,73,20.5,1537.5,1538,0,1496.5,YD,75,73,,,,,1531,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45561,,,NOT Kitted,,Fabric,0,0,0,75,,F0004196-1,20.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0009164,1,Quadrille Inc.,Contract,PO065557,INV8543,6/18/2025,7/24/2025,7/30/2025,7/25/2025,7/25/2025,306770F-04LC,Toiles Des Roses,QUAA435Oyster,Invoiced,Approved,36,38,0,36,36,22,792,836,0,792,YD,38,36,,,,,893.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45862,,,NOT Kitted,,Fabric,0,0,0,38,,F0009164-1,22,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009812,1,Quadrille Inc.,Contract,PO065637,INV8680,7/18/2025,7/30/2025,8/29/2025,7/31/2025,7/31/2025,306500W-06WP,CHERRY BRANCH,"PARCPG7100 30"" 500Y",Invoiced,Approved,300,360,0,300,300,11.65,3495,4194,0,3495,YD,360,300,,,,,3506.4,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45868,,,NOT Kitted,,Paper,0,0,0,360,,F0009812-1,11.65,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0005524,1,Quadrille Inc.,Contract,64539,INV5204,12/9/2024,12/27/2024,1/20/2025,12/27/2024,12/27/2024,7415-01,SALONG BATIK REVERSE,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20,500,500,0,500,YD,25,25,,,,,511.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45653,,,NOT Kitted,,Fabric,0,0,0,25,,F0005524-1,20,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0007116,1,Quadrille Inc.,Contract,PO065053,INV7119,3/25/2025,5/7/2025,5/6/2025,5/7/2025,5/7/2025,306283F,Manchester By The Sea,QUAA435Oyster,Invoiced,Approved,50,50,0,50,50,18,900,900,0,900,YD,50,50,,,,,911.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45784,,,NOT Kitted,,Fabric,0,0,0,50,,F0007116-1,18,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0004004,1,Quadrille Inc.,Contract,63992,INV3659,7/31/2024,9/11/2024,9/3/2024,9/11/2024,9/11/2024,4060M-06WP,FLORES MULTICOLOR,"QUACPG7100 30"" 500Y",Invoiced,Approved,75,75,0,75,75,3.45,258.75,259,0,258.75,YD,75,75,,,,,263.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45546,,,NOT Kitted,,Paper,0,0,0,75,,F0004004-1,3.45,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0008913,1,Quadrille Inc.,Contract,PO065465,INV8237,6/5/2025,7/9/2025,7/17/2025,7/9/2025,7/9/2025,HC2040C-07,ALHAMBRA,QUATAJ Ecru,Invoiced,Approved,66,144,0,78,78,18,1188,2592,0,1404,YD,78,78,,,,,1610.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45847,,,NOT Kitted,,Fabric,0,0,0,144,,F0008913-1,18,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0006060,1,Quadrille Inc.,Contract,64724,INV6234,1/27/2025,3/9/2025,3/20/2025,3/9/2025,3/9/2025,304200W-01AWP,SPRING BLOSSOM,"PARCPG7113 30"" 500Y",Invoiced,Approved,180,180,0,180,180,9,1620,1620,0,1620,YD,180,180,,,,,1840.1,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45725,,,NOT Kitted,,Paper,0,0,0,180,,F0006060-1,9,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0009506,1,Quadrille Inc.,Contract,PO065421,INV8385,7/10/2025,7/10/2025,7/11/2025,7/20/2025,7/20/2025,304250f-20,Louisa Floral 304250f-20 (Multi GREIGE W/ DK GREEN),QUAA435Oyster,Invoiced,Approved,50,51,0,50,50,21,1050,1071,0,1050,YD,50.88,50,,,,,1061.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45848,,,NOT Kitted,,Fabric,0,0,0,51,,F0009506-1,21,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0002760,1,Quadrille Inc.,Contract,62750,SI-57164,4/1/2024,4/19/2024,4/19/2024,6/20/2024,4/19/2024,304180F-102,Borghese,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20.25,506.25,506,0,506.25,YD,25,25,,,,,509.2,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45401,,,NOT Kitted,,Fabric,0,0,0,25,,F0002760-1,20.25,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0005976,1,Quadrille Inc.,Contract,64688,INV6195,1/21/2025,3/7/2025,3/2/2025,3/7/2025,3/7/2025,304200W-04AWP,SPRING BLOSSOM,"PARCPG7113 30"" 500Y",Invoiced,Approved,180,180,0,180,180,9,1620,1620,0,2970,YD,180,180,,,,,2974.75,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45723,,,NOT Kitted,,Paper,0,0,0,180,,F0005976-1,9,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0008139,1,Quadrille Inc.,Contract,PO065335,INV7319,5/8/2025,5/16/2025,6/17/2025,5/19/2025,5/17/2025,JF01060-01,SYBIL JF01060-01 (BEIGE ON TINTED L/C),QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,19,475,475,0,475,YD,25,25,,,,,486.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45793,,,NOT Kitted,,Fabric,0,0,0,25,,F0008139-1,19,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0002841,1,Quadrille Inc.,Contract,63621,INV3000,6/25/2024,7/23/2024,8/6/2024,7/24/2024,7/23/2024,AC950-05,Zig Zag Multi Color,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20.75,518.75,519,0,518.75,YD,25,25,,,,,530.25,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45496,,,NOT Kitted,,Fabric,0,0,0,25,,F0002841-1,20.75,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0004450,1,Quadrille Inc.,Contract,64209,INV4093,10/1/2024,10/8/2024,11/12/2024,10/8/2024,10/8/2024,6620-20WWP,JAVA GRANDE,"QUACPG7100 30"" 500Y",Invoiced,Approved,120,120,0,120,120,3.45,414,414,0,414,YD,120,120,,,,,418.75,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45573,,,NOT Kitted,,Paper,0,0,0,120,,F0004450-1,3.45,0,Screen Print,,DONE,DONE,Other,DONE,Sasha,,Sasha
F0008326,1,Quadrille Inc.,Contract,PO065351,INV8406,5/19/2025,7/17/2025,6/25/2025,7/17/2025,7/17/2025,302654FCSTW,Les Indiennes,QUAA435Oyster,Invoiced,Approved,100,104,0,100,100,25,2500,2600,0,2500,YD,104,100,,,,,2761.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45855,,,NOT Kitted,,Fabric,0,0,0,104,,F0008326-1,25,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0008138,1,Quadrille Inc.,Contract,PO065328,INV7678,5/8/2025,6/6/2025,6/17/2025,6/10/2025,6/10/2025,HC2020I-03,Kalamkari Floral,QUATAJ Ivory,Invoiced,Approved,50,50,0,50,50,18,900,900,0,900,YD,50,50,,,,,911.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45814,,,NOT Kitted,,Fabric,0,0,0,50,,F0008138-1,18,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0007405,1,Quadrille Inc.,Contract,PO065006,INV6779,4/11/2025,4/16/2025,5/21/2025,4/16/2025,4/16/2025,306042WP,Malaya,"PARCPG7100 30"" 500Y",Invoiced,Approved,120,125,0,125,125,6.93,831.6,866,0,866.25,YD,120,125,,,,,871,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45763,,,NOT Kitted,,Paper,0,0,0,125,,F0007405-1,6.93,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0003883,1,Quadrille Inc.,Contract,64045,INV3623,9/4/2024,9/6/2024,10/16/2024,9/6/2024,9/6/2024,2435-35WPCST,BALI ISLE WP,"QUACPG7113 30"" 500Y",Invoiced,Approved,180,180,0,180,180,3.4,612,612,0,612,YD,180,180,,,,,621.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45541,,,NOT Kitted,,Paper,0,0,0,180,,F0003883-1,3.4,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0003308,1,Quadrille Inc.,Contract,63783,INV3109,7/28/2024,7/29/2024,9/9/2024,7/30/2024,7/29/2024,6450-09WWP,MELONG BATIK WP,"QUACPG7100 30"" 500Y",Invoiced,Approved,150,150,0,150,150,3.4,510,510,0,510,YD,150,150,,,,,519.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45502,,,NOT Kitted,,Paper,0,0,0,150,,F0003308-1,3.4,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0005393,1,Quadrille Inc.,Contract,63872,INV4898,11/26/2024,11/27/2024,1/7/2025,11/27/2024,11/27/2024,3030-02,TRILBY,QUA372Tan,Invoiced,Approved,25,25,0,25,25,21.5,537.5,538,0,537.5,YD,25,25,,,,,549,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45623,,,NOT Kitted,,Fabric,0,0,0,25,,F0005393-1,21.5,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0009409,1,Quadrille Inc.,Contract,PO065603,INV8883,7/7/2025,8/10/2025,8/18/2025,8/11/2025,8/11/2025,302656F,Les Indiennes,QUAA435Oyster,Invoiced,Approved,125,50,0,125,125,22.5,2812.5,1125,0,2812.5,YD,125,125,,,,,3136.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45879,,,NOT Kitted,,Fabric,0,0,0,50,,F0009409-1,22.5,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009409,1,Quadrille Inc.,Contract,PO065603,INV8883,7/7/2025,8/8/2025,8/18/2025,8/11/2025,8/11/2025,302656F,Les Indiennes,QUAA435Oyster,Invoiced,Approved,125,75,0,125,125,22.5,2812.5,1688,0,2812.5,YD,125,125,,,,,3136.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45877,,,NOT Kitted,,Fabric,0,0,0,75,,F0009409-1,22.5,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0003944,1,Quadrille Inc.,Contract,64070,INV3757,9/9/2024,9/20/2024,10/21/2024,9/22/2024,9/20/2024,2475WP-05,SIGOURNEY SMALL SCALE,"QUACPG7100 30"" 500Y",Invoiced,Approved,180,180,0,180,180,3.4,612,612,0,612,YD,180,180,,,,,621.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45555,,,NOT Kitted,,Paper,0,0,0,180,,F0003944-1,3.4,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0003172,1,Quadrille Inc.,Contract,63706,INV3008,7/18/2024,7/23/2024,8/29/2024,7/24/2024,7/23/2024,AC115-03,Juan Les Pins,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20.75,518.75,519,0,518.75,YD,25,25,,,,,530.25,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45496,,,NOT Kitted,,Fabric,0,0,0,25,,F0003172-1,20.75,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0004842,1,Quadrille Inc.,Contract,64001,INV4779,10/24/2024,11/21/2024,12/5/2024,11/21/2024,11/21/2024,2490-20WP,FIORENTINA,"QUACPG7101 30"" 500Y",Invoiced,Approved,150,150,0,150,150,3.4,510,510,0,510,YD,150,150,,,,,519.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45617,,,NOT Kitted,,Paper,0,0,0,150,,F0004842-1,3.4,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0009163,1,Quadrille Inc.,Contract,PO065558,INV8676,6/18/2025,7/30/2025,7/30/2025,7/31/2025,7/31/2025,302543F,Melanie,QUACotton Sateen,Invoiced,Approved,25,26,0,25,25,19,475,494,0,475,YD,26,25,,,,,549,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45868,,,NOT Kitted,,Fabric,0,0,0,26,,F0009163-1,19,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0005080,1,Quadrille Inc.,Contract,64425,INV5410,11/7/2024,1/17/2025,12/19/2024,1/17/2025,1/17/2025,306470F-01,Borghese Background,QUAA435Oyster,Invoiced,Approved,25,30,0,30,30,20,500,600,0,585,YD,25,30,,,,,596.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45674,,,NOT Kitted,,Fabric,0,0,0,30,,F0005080-1,20,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0003165,1,Quadrille Inc.,Contract,63724,INV3010,7/18/2024,7/23/2024,8/29/2024,7/24/2024,7/23/2024,AP403-15,CRISS CROSS WALLPAPER,"QUACPG7113 30"" 500Y",Invoiced,Approved,250,250,0,240,240,3.35,837.5,838,0,804,YD,250,240,,,,,813.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45496,,,NOT Kitted,,Paper,0,0,0,250,,F0003165-1,3.35,0,Screen Print,,DONE,DONE,Other,DONE,Sasha,,Sasha
F0007115,1,Quadrille Inc.,Contract,PO065048,INV6662,3/25/2025,4/1/2025,5/6/2025,4/11/2025,4/11/2025,2020L-120,Bali Hai,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20,500,500,0,500,YD,25,25,,,,,511.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45748,,,NOT Kitted,,Fabric,0,0,0,25,,F0007115-1,20,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0006346,1,Quadrille Inc.,Contract,64653,INV6116,2/11/2025,2/28/2025,2/20/2025,2/28/2025,2/28/2025,302890W,Palampore Stripe,"PARCPG7113 30"" 500Y",Invoiced,Approved,90,90,0,90,90,10.25,922.5,922,0,922.5,YD,90,90,,,,,1177.25,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45716,,,NOT Kitted,,Paper,0,0,0,90,,F0006346-1,10.25,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0008953,1,Quadrille Inc.,Contract,65292,INV7656,6/6/2025,6/6/2025,,6/6/2025,6/6/2025,7160GC-10GRAS,CUMBERLAND,QUASG2215 Buttercream,Invoiced,Approved,45,45,0,42,42,17.5,787.5,788,0,735,YD,45,42,,,,,739.75,COMPLETED,,,,,Screen Print,,,,,,,Grass,,1,Yards,45814,,,NOT Kitted,,Grass,0,0,0,45,,F0008953-1,17.5,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0004229,1,Quadrille Inc.,Contract,64147,INV4699,9/20/2024,11/17/2024,10/9/2024,11/17/2024,11/17/2024,7630-35,SUNNYJIM ALLOVER TWO COLOR,QUAA435Oyster,Invoiced,Approved,25,25,0,24,24,20.75,518.75,519,0,498,YD,25,24,,,,,502.75,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45613,,,NOT Kitted,,Fabric,0,0,0,25,,F0004229-1,20.75,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0006190,1,Quadrille Inc.,Contract,64771,INV6194,2/3/2025,3/7/2025,2/17/2025,3/7/2025,3/7/2025,306189WP,Happy Garden Background,"PARCPG7100 30"" 500Y",Invoiced,Approved,270,270,0,270,270,5.25,1417.5,1418,0,1417.5,YD,270,270,,,,,1427,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45723,,,NOT Kitted,,Paper,0,0,0,270,,F0006190-1,5.25,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0003551,1,Quadrille Inc.,Contract,63891,INV3393,8/12/2024,8/16/2024,9/23/2024,8/18/2024,8/16/2024,CP1025W-02,Sauvage Reverse,"PARCPG7113 30"" 500Y",Invoiced,Approved,75,75,0,75,75,3.45,258.75,259,0,258.75,YD,75,75,,,,,263.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45520,,,NOT Kitted,,Paper,0,0,0,75,,F0003551-1,3.45,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0003539,1,Quadrille Inc.,Contract,63882,INV3390,8/11/2024,8/16/2024,9/23/2024,8/18/2024,8/16/2024,9040-04WP,BALI DIAMOND,"QUACPG7100 30"" 500Y",Invoiced,Approved,120,120,0,120,120,3.8,456,456,0,456,YD,120,120,,,,,460.75,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45520,,,NOT Kitted,,Paper,0,0,0,120,,F0003539-1,3.8,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0006378,1,Quadrille Inc.,Contract,N/A,INV5886,2/12/2025,2/15/2025,2/26/2025,2/16/2025,2/15/2025,SKO304160F-INGL,ISABELLA,QUA376W,Invoiced,Approved,1,1,0,1,1,150,150,150,0,150,YD,1,1,,,,,600,COMPLETED,,,,,Screen Print,,,,,,,Strike-off,,1,Yards,45703,,,NOT Kitted,,Strike-off,0,0,0,1,,F0006378-1,150,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0007160,1,Quadrille Inc.,Contract,PO065072,INV6844,3/26/2025,4/18/2025,5/7/2025,4/18/2025,4/18/2025,307200F-105,PALM GARDEN,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,21,525,525,0,525,YD,25,25,,,,,536.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45765,,,NOT Kitted,,Fabric,0,0,0,25,,F0007160-1,21,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0009195,1,Quadrille Inc.,Contract,PO065572,INV8787,6/23/2025,7/25/2025,8/4/2025,8/6/2025,8/6/2025,306082F,Des Gardes,QUA376W,Invoiced,Approved,25,26,0,25,25,19,475,494,0,475,YD,26,25,,,,,549,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45863,,,NOT Kitted,,Fabric,0,0,0,26,,F0009195-1,19,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0005304,1,Quadrille Inc.,Contract,64470,INV4968,11/22/2024,12/9/2024,1/3/2025,12/9/2024,12/9/2024,307260F-103,Borghese,QUAA435Oyster,Invoiced,Approved,25,25,0,25,25,20.75,518.75,519,0,518.75,YD,25,25,,,,,530.25,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45635,,,NOT Kitted,,Fabric,0,0,0,25,,F0005304-1,20.75,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0006668,1,Quadrille Inc.,Contract,64953,INV6675,2/27/2025,3/21/2025,4/10/2025,4/11/2025,4/11/2025,3015-01AWP,HAWTHORNE REVERSE,"PARCPG7113 30"" 500Y",Invoiced,Approved,150,150,0,150,150,5.2,780,780,0,780,YD,150,150,,,,,789.5,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45737,,,NOT Kitted,,Paper,0,0,0,150,,F0006668-1,5.2,0,Screen Print,,DONE,DONE,Other,DONE,1 Table,,1 Table
F0003226,1,Quadrille Inc.,Contract,63698,INV3518,7/24/2024,8/26/2024,9/4/2024,8/27/2024,8/26/2024,DK1010F-02,Dreamers,QUAA435Oyster,Invoiced,Approved,18,18,0,18,18,21.5,387,387,0,387,YD,18,18,,,,,398.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45530,,,NOT Kitted,,Fabric,0,0,0,18,,F0003226-1,21.5,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
F0007839,1,Quadrille Inc.,Contract,PO065218,INV7673,4/22/2025,6/10/2025,5/20/2025,6/10/2025,6/10/2025,7335V-02T,Zizi Vertical,QUA376W,Invoiced,Approved,25,25,0,25,25,21,525,525,0,525,YD,25,25,,,,,536.5,COMPLETED,,,,,Screen Print,,,,,,,Fabric,,1,Yards,45818,,,NOT Kitted,,Fabric,0,0,0,25,,F0007839-1,21,0,Screen Print,,DONE,DONE,Other,DONE,,,
F0003081,1,Quadrille Inc.,Contract,63730,INV2969,7/15/2024,7/19/2024,8/26/2024,7/21/2024,7/19/2024,2020-20AWP,Bali Hai,"QUACPG7113 30"" 500Y",Invoiced,Approved,500,510,0,510,510,3.7,1850,1887,0,1887,YD,500,510,,,,,1906,COMPLETED,,,,,Screen Print,,,,,,,Paper,,1,Yards,45492,,,NOT Kitted,,Paper,0,0,0,510,,F0003081-1,3.7,0,Screen Print,,DONE,DONE,Other,DONE,Bianca,,Bianca
