Vendor,Order Type,Material Shu vs Non Shu,Order Type Screen All Together,MATERIAL,Substrate Description,Current vs Old Sku,Replacement Ground,Material Group,Material Color,Material Group - Color,Product Type,Material Width,Cost Per Yard,Avg Sisal Cost Per Yard,All Grounds Cost Per Yard,Curr Vendor Cost Per Yard,FOB Cost Per Yard,On Hand Yards,BNY On Hand,Para On Hand,2025 Ground,3rd Party Price,Schumacher Price,Lead Time (in weeks),Lead Time in Months
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000722 Strie Sisal (Woodrose),5000722 Strie Sisal (Woodrose),Current,5000722 Strie Sisal (Woodrose),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000724 Strie Sisal (Burnt Orange),5000724 Strie Sisal (Burnt Orange),Current,5000724 Strie Sisal (Burnt Orange),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000730 CELEBES SISAL (Sand),5000730 CELEBES SISAL (Sand),Current,5000730 CELEBES SISAL (Sand),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000731 CELEBES SISAL (Camel),5000731 CELEBES SISAL (Camel),Current,5000731 CELEBES SISAL (Camel),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000732 CELEBES SISAL (lichen),5000732 CELEBES SISAL (lichen),Current,5000732 CELEBES SISAL (lichen),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000741 SUMBA SISAL (Flax),5000741 SUMBA SISAL (Flax),Current,5000741 SUMBA SISAL (Flax),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000743 SUMBA SISAL (Caramel),5000743 SUMBA SISAL (Caramel),Current,5000743 SUMBA SISAL (Caramel),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000750 Jinan Arrowroot (Pewter),5000750 Jinan Arrowroot (Pewter),Current,5000750 Jinan Arrowroot (Pewter),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000760 Suwon Sisal (Aqua),5000760 Suwon Sisal (Aqua),Current,5000760 Suwon Sisal (Aqua),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000761 Suwon Sisal (Champagne),5000761 Suwon Sisal (Champagne),Current,5000761 Suwon Sisal (Champagne),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000762 Suwon Sisal (Gold),5000762 Suwon Sisal (Gold),Current,5000762 Suwon Sisal (Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000764 Suwon Sisal (Silver Surf),5000764 Suwon Sisal (Silver Surf),Current,5000764 Suwon Sisal (Silver Surf),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5000765 Suwon Sisal (Sharkskin),5000765 Suwon Sisal (Sharkskin),Current,5000765 Suwon Sisal (Sharkskin),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003540 ADHAFERA SCROLL (OATMEAL),ADHAFERA SCROLL (OATMEAL),Current,5003540 ADHAFERA SCROLL (OATMEAL),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003541 ADHAFERA SCROLL (STRAW),ADHAFERA SCROLL (STRAW),Current,5003541 ADHAFERA SCROLL (STRAW),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003550 Linyi Embroidered Fret (Cream),Linyi Embroidered Fret Sisal (Cream),Current,5003550 Linyi Embroidered Fret (Cream),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003551 Linyi Embroidered Fret (Celery),Linyi Embroidered Fret (Celery),Current,5003551 Linyi Embroidered Fret (Celery),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003552 Linyi Embroidered Fret (Mist),Linyi Embroidered Fret (Mist),Current,5003552 Linyi Embroidered Fret (Mist),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003553 Linyi Embroidered Fret (Linen),Linyi Embroidered Fret (Linen),Current,5003553 Linyi Embroidered Fret (Linen),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003554 Linyi Embroidered Fret Chestnut,Linyi Embroidered Fret (Chestnut),Current,5003554 Linyi Embroidered Fret Chestnut,Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003555 Linyi Embroidered Fret (Shimmer),Linyi Embroidered Fret (Shimmer),Current,5003555 Linyi Embroidered Fret (Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003580 Adhafera Ground (Oatmeal),Adhafera Ground (Oatmeal),Current,5003580 Adhafera Ground (Oatmeal),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003581 Adhafera Ground (Straw),Adhafera Ground (Straw),Current,5003581 Adhafera Ground (Straw),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5003700 BELLEZZA DAMASK (Alabaster),5003700 BELLEZZA DAMASK (Alabaster),Current,5003700 BELLEZZA DAMASK (Alabaster),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006110 Stud Stripe (Ivory/Silver),Stud Stripe (Ivory/Silver),Current,5006110 Stud Stripe (Ivory/Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006111 Stud Stripe (Natural/Bronze),Stud Stripe (Natural/Bronze),Current,5006111 Stud Stripe (Natural/Bronze),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006405 Zen Bamboo (PALM),5006405 Zen Bamboo (PALM),Current,5006405 Zen Bamboo (PALM),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006406 Zen Bamboo (AEGEAN),5006406 Zen Bamboo (AEGEAN),Current,5006406 Zen Bamboo (AEGEAN),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006407 ZEN BAMBOO (Neutral),5006407 ZEN BAMBOO (Neutral),Current,5006407 ZEN BAMBOO (Neutral),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006408 Zen Bamboo (BLEACHED),5006408 Zen Bamboo (BLEACHED),Current,5006408 Zen Bamboo (BLEACHED),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5007868 SHADED SILK (White),5007868 SHADED SILK (White),Current,5007868 SHADED SILK (White),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5008842 KIKO PAPERWEAVE (Limestone),5008842 KIKO PAPERWEAVE (Limestone),Current,5008842 KIKO PAPERWEAVE (Limestone),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5008843 KIKO PAPERWEAVE (Oat),5008843 KIKO PAPERWEAVE (Oat),Current,5008843 KIKO PAPERWEAVE (Oat),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5008844 KIKO PAPERWEAVE (Burlap),5008844 KIKO PAPERWEAVE (Burlap),Current,5008844 KIKO PAPERWEAVE (Burlap),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017781 SHADED SILK (GINGER),5017781 SHADED SILK (GINGER),Current,5017781 SHADED SILK (GINGER),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017790 MINSUN PAPERWEAVE (Ivory),5017790 MINSUN PAPERWEAVE (Ivory),Current,5017790 MINSUN PAPERWEAVE (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017791 MINSUN PAPERWEAVE (SKY),5017791 MINSUN PAPERWEAVE (SKY),Current,5017791 MINSUN PAPERWEAVE (SKY),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017792 MINSUN PAPERWEAVE (GREEN),5017792 MINSUN PAPERWEAVE (GREEN),Current,5017792 MINSUN PAPERWEAVE (GREEN),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017793 MINSUN PAPERWEAVE (MEDIUM BLUE),5017793 MINSUN PAPERWEAVE (MEDIUM BLUE),Current,5017793 MINSUN PAPERWEAVE (MEDIUM BLUE),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017800 GAMI PAPERWEAVE (CREAM),5017800 GAMI PAPERWEAVE (CREAM),Current,5017800 GAMI PAPERWEAVE (CREAM),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017801 GAMI PAPERWEAVE (NATURAL),5017801 GAMI PAPERWEAVE (NATURAL),Current,5017801 GAMI PAPERWEAVE (NATURAL),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017802 GAMI PAPERWEAVE (MOSS),5017802 GAMI PAPERWEAVE (MOSS),Current,5017802 GAMI PAPERWEAVE (MOSS),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017803 GAMI PAPERWEAVE (SKY),5017803 GAMI PAPERWEAVE (SKY),Current,5017803 GAMI PAPERWEAVE (SKY),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017810 NAMU RAFFIA & ABACA (LT NATURAL),5017810 NAMU RAFFIA & ABACA WEAVE (LIGHT NATURAL),Current,5017810 NAMU RAFFIA & ABACA (LT NATURAL),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017811 NAMU RAFFIA & ABACA (NATURAL),5017811 NAMU RAFFIA & ABACA WEAVE (NATURAL),Current,5017811 NAMU RAFFIA & ABACA (NATURAL),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017820 BORI JUTE WEAVE (BLEACHED),5017820 BORI JUTE WEAVE (BLEACHED),Current,5017820 BORI JUTE WEAVE (BLEACHED),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017821 BORI JUTE WEAVE (BUFF),5017821 BORI JUTE WEAVE (BUFF),Current,5017821 BORI JUTE WEAVE (BUFF),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,528940 FIDENZA GROUND (Natural),528940 FIDENZA GROUND (Natural),Current,528940 FIDENZA GROUND (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,528941 FIDENZA GROUND (patina),528941 FIDENZA GROUND (patina),Current,528941 FIDENZA GROUND (patina),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,528942 FIDENZA GROUND (Straw),528942 FIDENZA GROUND (Straw),Current,528942 FIDENZA GROUND (Straw),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,528943 FIDENZA GROUND (Sage),528943 FIDENZA GROUND (Sage),Current,528943 FIDENZA GROUND (Sage),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,529630 Osan Sisal (Lime),529630 Osan Sisal (Lime),Current,529630 Osan Sisal (Lime),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,529631 OSAN SISAL (Aqua),529631 OSAN SISAL (Aqua),Current,529631 OSAN SISAL (Aqua),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,529632 OSAN SISAL (Red),529632 OSAN SISAL (Red),Current,529632 OSAN SISAL (Red),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,529633 OSAN SISAL (Dark Camel),529633 OSAN SISAL (Dark Camel),Current,529633 OSAN SISAL (Dark Camel),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,BANDED GRASSCLOTH 5007900 (Cream),BANDED GRASSCLOTH 5007900 (Cream),Current,BANDED GRASSCLOTH 5007900 (Cream),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HAIKU SISAL 5006860 (Nectar),HAIKU SISAL 5006860 (Nectar),Current,HAIKU SISAL 5006860 (Nectar),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HAIKU SISAL 5006861 (Citrine),HAIKU SISAL 5006861 (Citrine),Current,HAIKU SISAL 5006861 (Citrine),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HAIKU SISAL 5006862 (CERULEAN),HAIKU SISAL 5006862 (CERULEAN),Current,HAIKU SISAL 5006862 (CERULEAN),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HAIKU SISAL 5006863 (Taupe),HAIKU SISAL 5006863 (Taupe),Current,HAIKU SISAL 5006863 (Taupe),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,HAIKU SISAL 5006864 (CHARCOAL),HAIKU SISAL 5006864 (CHARCOAL),Current,HAIKU SISAL 5006864 (CHARCOAL),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5017770 (Gold Shimmer),Hemp Shimmer 5017770 (Gold Shimmer),Current,Hemp Shimmer 5017770 (Gold Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5017771 (Taupe Shimmer),Hemp Shimmer 5017771 (Taupe Shimmer),Current,Hemp Shimmer 5017771 (Taupe Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5017772 (Sky Shimmer),Hemp Shimmer 5017772 (Sky Shimmer),Current,Hemp Shimmer 5017772 (Sky Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Hemp Shimmer 5017773 (Blush Shimmer),Hemp Shimmer 5017773 (Blush Shimmer),Current,Hemp Shimmer 5017773 (Blush Shimmer),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,KAORI PANEL SET 5017460 (Driftwood),KAORI PANEL SET 5017460 (Driftwood),Current,KAORI PANEL SET 5017460 (Driftwood),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,KIYOKO JUTE 5008850 (Natural),KIYOKO JUTE 5008850 (Natural),Current,KIYOKO JUTE 5008850 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016870 (Ivory),MUSA ABACA 5016870 (Ivory),Current,MUSA ABACA 5016870 (Ivory),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016871 (Antique Blush),MUSA ABACA 5016871 (Antique Blush),Current,MUSA ABACA 5016871 (Antique Blush),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016872 (Sky Blue),MUSA ABACA 5016872 (Sky Blue),Current,MUSA ABACA 5016872 (Sky Blue),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016873 (Soft Gold),MUSA ABACA 5016873 (Soft Gold),Current,MUSA ABACA 5016873 (Soft Gold),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016874 (Seafoam),MUSA ABACA 5016874 (Seafoam),Current,MUSA ABACA 5016874 (Seafoam),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016875 (Toffee),MUSA ABACA 5016875 (Toffee),Current,MUSA ABACA 5016875 (Toffee),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,MUSA ABACA 5016876 (EUCALYPTUS),MUSA ABACA 5016876 (EUCALYPTUS),Current,MUSA ABACA 5016876 (EUCALYPTUS),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,OPEN PW SHIMMER 5010331 (Copper),OPEN PW SHIMMER 5010331 (Copper),Current,OPEN PW SHIMMER 5010331 (Copper),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,Oxnard Paperweave 5011301 (Yellow),Oxnard Paperweave 5011301 (Yellow),Current,Oxnard Paperweave 5011301 (Yellow),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,TORTOLA LINEN PW Large 5017670 (Natural),TORTOLA LINEN PW Large 5017670 (Natural),Current,TORTOLA LINEN PW Large 5017670 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,1,1.5,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5007869 SHADED SILK (Wisteria),5007869 SHADED SILK (Wisteria),Current,5007869 SHADED SILK (Wisteria),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.41,16.92,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017780 SHADED SILK (CRIMSON),5017780 SHADED SILK (CRIMSON),Current,5017780 SHADED SILK (CRIMSON),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.41,16.92,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017782 SHADED SILK (CELERY),5017782 SHADED SILK (CELERY),Current,5017782 SHADED SILK (CELERY),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.41,16.92,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017783 SHADED SILK (AEGEAN),5017783 SHADED SILK (AEGEAN),Current,5017783 SHADED SILK (AEGEAN),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,14.41,16.92,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017830 MULBERRY PAPER (Natural),5017830 MULBERRY PAPER (Natural),Current,5017830 MULBERRY PAPER (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,16.46,19.28,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5017831 MULBERRY PAPER (Whitewash),5017831 MULBERRY PAPER (Whitewash),Current,5017831 MULBERRY PAPER (Whitewash),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,16.46,19.28,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,OPEN PW SHIMMER 5010330 (Platinum),OPEN PW SHIMMER 5010330 (Platinum),Current,OPEN PW SHIMMER 5010330 (Platinum),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,7.12,8.54,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,SCONSET EMBR. RAFFIA 5016430 (Natural),SCONSET EMBROIDERED RAFFIA 5016430 (Natural),Current,SCONSET EMBR. RAFFIA 5016430 (Natural),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,22,25.65,1,1,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,PNW5007871,HEMP SHIMMER,Current,PNW5007871,Schumacher,Assorted,Schumacher-Assorted,GRASS,36,9.03,10.73,9.26,9.26,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5002300 SHIJIN SILK (Silver),5002300 SHIJIN SILK (Silver),Current,5002300 SHIJIN SILK (Silver),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,19.22,22.45,19.22,19.22,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5002312 Kaji Silk (Brown),5002312 Kaji Silk (Brown),Current,5002312 Kaji Silk (Brown),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,15.66,18.36,15.66,15.66,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006160 Harshaw Pinstripe Sisal (Tan),Harshaw Pinstripe Sisal (Tan),Current,5006160 Harshaw Pinstripe Sisal (Tan),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.96,10.65,8.96,8.96,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006161 Harshaw Pinstripe Sisal (Malt),Harshaw Pinstripe Sisal (Malt),Current,5006161 Harshaw Pinstripe Sisal (Malt),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.96,10.65,8.96,8.96,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006162 Harshaw Pinstripe Sisal (Fog),Harshaw Pinstripe Sisal (Fog),Current,5006162 Harshaw Pinstripe Sisal (Fog),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.96,10.65,8.96,8.96,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006163 Harshaw Pinstripe Sisal (Pecan),Harshaw Pinstripe Sisal (Pecan),Current,5006163 Harshaw Pinstripe Sisal (Pecan),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.75,10.41,8.96,8.96,,0,0,0,,,,,5
"P+W International Co., Ltd.",Schumacher,Schu,Schumacher,5006164 Harshaw Pinstripe Sisal (Smoke),Harshaw Pinstripe Sisal (Smoke),Current,5006164 Harshaw Pinstripe Sisal (Smoke),Schumacher,Assorted,Schumacher-Assorted,GRASS,36,8.96,10.65,8.96,8.96,,0,0,0,,,,,5
