ITEM_SKU,LINE_DESCRIPTION,COLOR,PRODUCT_TYPE,FINISHED_WIDTH,FINISHED_HEIGHT,PRINTED_WIDTH,PRINTED_HEIGHT,PRODUCT_SIZE,PANEL_COUNT,PRODUCT_NAME,MATERIAL,UOM,HISTORICAL_YIELD,MATERIAL_COST,UNIT_PRICE,QTY,PRODUCT_DESCRIPTION,STATUS,NUMBER_UP,CUT_OPTION,SPECIAL_DETAILS,FORMAT,PATTERN_WIDTH,PATTERN_HEIGHT,BOLT_SIZE,ORDER_TYPE,NUMBER_OF_COLORS,STORAGE_TYPE,Source
SKOTT51324-SDD,Small Diamond & Dot,Leaf Green,Strike-off,,,60,36,,,Small Diamond & Dot SKOTT51324-SDD (Leaf Green),PARP139 Flax,YD,,15.42,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT7524-CRN,CHEVRON,MATCH LA FLEUR,Strike-off,,,60,36,,,CHEVRON SKOTT7524-CRN (MATCH LA FLEUR),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT7524-TBD,TABLEDYE,DARK BLUE NAVY,Strike-off,,,60,36,,,TABLEDYE SKOTT7524-TBD (DARK BLUE NAVY),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT7524-SJI,Shoji,MATCH LA FLEUR,Strike-off,,,60,36,,,SHOJI SKOTT7524-SJI (MATCH LA FLEUR),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT91124-FRN,LARGE FERN + STRIPE,Custom,Strike-off,,,60,36,,,LARGE FERN + STRIPE SKOTT91124-FRN (CUSTOM),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOTT82024-LRG,Large Fern,Greens,Strike-off,,,60,36,,,Large Fern SKOTT82024-LRG (Greens),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT7524-TBD3,TABLE DYE,DARK BLUE NAVY CONTRAST WELT,Strike-off,,,60,36,,,TABLE DYE SKOTT7524-TBD3 (DARK BLUE NAVY CONTRAST WELT),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT7524-LFR,LA FLEUR,BLUE/YELLOW,Strike-off,,,60,36,,,LA FLEUR SKOTT7524-LFR (BLUE/YELLOW),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT7524-LFR2,LA FLEUR,,Strike-off,,,60,36,,,LA FLEUR SKOTT7524-LFR2,PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT7524-TBD2,TABLE DYE,LIGHT BLUE,Strike-off,,,60,36,,,TABLE DYE SKOTT7524-TBD2 (LIGHT BLUE),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT103124-CAB,CABANA STRIPE,Custom,Strike-off,,,60,36,,,CABANA STRIPE SKOTT103124-CAB (CUSTOM),PARAT5409 Natural White,YD,,11.01,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT7824-DSY,JACKIE'S DAISY,HARBOR HAZE,Strike-off,,,60,36,,,JACKIE'S DAISY SKOTT7824-DSY (HARBOR HAZE),PAROrbit Oyster,YD,,15.75,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOML-206-F,MARBLED SKO,AMETHYST,Strike-off,,,60,36,,,MARBLED SKO SKOML-206-F (AMETHYST),PAROrbit Oyster,YD,,15.75,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOML-211-F,MARBLED SKO,TIGERATO,Strike-off,,,60,36,,,MARBLED SKO SKOML-211-F (TIGERATO),PAROrbit Oyster,YD,,15.75,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOTT9524-STR,CUSTOM STRIPE,Custom,Strike-off,,,60,36,,,CUSTOM STRIPE SKOTT9524-STR (CUSTOM),PAROrbit Oyster,YD,,15.75,110,1,,A,,,,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT7824-BLY,BUTTERFLY BLOTCH,Custom Color,Strike-off,,,60,36,,,BUTTERFLY BLOTCH SKOTT7824-BLY (CUSTOM COLOR),PAROrbit Oyster,YD,,15.75,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOML-210-F,MARBLED SKO,PINK ONYX,Strike-off,,,60,36,,,MARBLED SKO SKOML-210-F (PINK ONYX),PAROrbit Oyster,YD,,15.75,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOML-209-F,MARBLED SKO,BLUE ONYX,Strike-off,,,60,36,,,MARBLED SKO SKOML-209-F (BLUE ONYX),PAROrbit Oyster,YD,,15.75,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOML-207-F,MARBLED SKO,YELLOW ONYX,Strike-off,,,60,36,,,MARBLED SKO SKOML-207-F (YELLOW ONYX),PAROrbit Oyster,YD,,15.75,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOML-208-F,MARBLED SKO,CALCATTA BLUE,Strike-off,,,60,36,,,MARBLED SKO SKOML-208-F (CALCATTA BLUE),PAROrbit Oyster,YD,,15.75,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
880001CLOUD,Custom Cloud Toile SKO,Mineral,Strike-off,,,60,36,,,Custom Cloud Toile SKO - 880001CLOUD (Mineral),PARCotton Sateen,YD,,9,110,1,,A,,,SCHUMACHER,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT92624-TBD,TABLEDYE,Brown,Strike-off,,,60,36,,,TABLEDYE SKOTT92624-TBD (BROWN),PARCotton Sateen,YD,,9,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOVNW-216-F,VIENNA WOODS SKO,Blue Haze,Strike-off,,,60,36,,,VIENNA WOODS SKO SKOVNW-216-F (BLUE HAZE),PARMadden Oyster PFP,YD,,10.24,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOCB-206-F,CANERY BEAU SKO,Canton Blue,Strike-off,,,60,36,,,CANERY BEAU SKO SKOCB-206-F (CANTON BLUE),PARMadden Oyster PFP,YD,,10.24,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOPWS-200-F,Picwic Stripe,Turquoise,Strike-off,,,60,36,,,Picwic Stripe SKOPWS-200-F (Turquoise),PARMadden Oyster PFP,YD,,10.24,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOBEVH-200-F,Beverly Hills,Hibiscus Pink,Strike-off,,,60,36,,,BEVERLY HILLS SKOBEVH-200-F (HIBISCUS PINK),PARMadden Oyster PFP,YD,,10.24,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKOCB-205-F,CANERY BEAU SKO,Peony,Strike-off,,,60,36,,,CANERY BEAU SKO SKOCB-205-F (PEONY),PARMadden Oyster PFP,YD,,10.24,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOUAT-202-F,Up A Tree,CORAL & AQUA,Strike-off,,,60,36,,,UP A TREE SKOUAT-202-F (CORAL & AQUA),PARMadden Oyster PFP,YD,,10.24,110,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKOTT8525-BLY,BUTTERFLY BLOTCH SKOTT8525-BLY (HARBOR HAZE),HARBOR HAZE,Strike-off,,,60,36,,,BUTTERFLY BLOTCH SKOTT8525-BLY (HARBOR HAZE),PAR2-ply (WHITE),YD,,8.76,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT8525-GRVGP,GIVERNY,GREEN AND PURPLE,Strike-off,,,60,36,,,GIVERNY SKOTT8525-GRVGP (GREEN AND PURPLE),PAR2-ply (WHITE),YD,,8.76,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOTT11724-DOG,DOGWOOD,Dawn,Strike-off,,,60,36,,,DOGWOOD SKOTT11724-DOG (DAWN),PARComo Semi-Natural,YD,,11.25,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOTT111424-QUE,QUEEN ANNE'S LACE,Custom Color,Strike-off,,,60,36,,,QUEEN ANNE'S LACE SKOTT111424-QUE (CUSTOM COLOR),PARComo Semi-Natural,YD,,11.25,110,1,,A,,,TILLETT,Single Sided,,,,Screen Print,3,Fabric,LIFT
FA-056341-SKO,CHIPPENDALE FA-056341-SKO (BLUE/GREEN),BLUE/GREEN,Strike-off,,,60,36,,,CHIPPENDALE FA-056341-SKO (BLUE/GREEN),PARSailcloth (White),YD,,8.01,150,1,,A,,,BOB COLLINS & SONS,Single Sided,,,,Screen Print,1,Fabric,LIFT
FA-055288-SKO,CHINESE LATTICE FA-055288-SKO (PEACH),Peach,Strike-off,,,60,36,,,CHINESE LATTICE FA-055288-SKO (PEACH),PARSailcloth (White),YD,,8.01,150,1,,A,,,BOB COLLINS & SONS,Single Sided,,,,Screen Print,1,Fabric,LIFT
SPSKO-SAILCLOTH WHITE,SISTER PARISH SPSKO-SAILCLOTH WHITE,,Strike-off,,,60,36,,,SISTER PARISH SPSKO-SAILCLOTH WHITE,PARSailcloth (White),YD,,8.01,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,,Fabric,LIFT
MBD MARBLED 42125-1,MARBLED,xxx,Strike-off,,,60,36,,,MBD MARBLED 42125-1,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,Meg  Braff,Single Sided,,,,Screen Print,3,Fabric,LIFT
MBD MARBLED 42125-3,MARBLED,xxx,Strike-off,,,60,36,,,MBD MARBLED 42125-3,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,Meg  Braff,Single Sided,,,,Screen Print,3,Fabric,LIFT
COCKLESHELLS CKS-42125-2,COCKLESHELLS,xxx,Strike-off,,,60,36,,,COCKLESHELLS CKS-42125-2,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,Meg  Braff,Single Sided,,,,Screen Print,4,Fabric,LIFT
COCKLESHELLS CKS-42125-3,COCKLESHELLS,xxx,Strike-off,,,60,36,,,COCKLESHELLS CKS-42125-3,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,Meg  Braff,Single Sided,,,,Screen Print,4,Fabric,LIFT
MBD MARBLED 42125-2,MARBLED,xxx,Strike-off,,,60,36,,,MBD MARBLED 42125-2,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,Meg  Braff,Single Sided,,,,Screen Print,3,Fabric,LIFT
COCKLESHELLS CKS-42125-1,COCKLESHELLS,xxx,Strike-off,,,60,36,,,COCKLESHELLS CKS-42125-1,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,Meg  Braff,Single Sided,,,,Screen Print,4,Fabric,LIFT
FM6401,CARNEAL FM6401 (BLUE ON CHARLIE LINEN),Blue,Strike-off,,,60,36,,,CARNEAL FM6401 (BLUE ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6749,ANNE FM6749 (QUARRY LAKE ON CHARLIE LINEN),QUARRY LAKE,Strike-off,,,60,36,,,ANNE FM6749 (QUARRY LAKE ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6403,CARNEAL FM6403 (PINK ON CHARLIE LINEN),Pink,Strike-off,,,60,36,,,CARNEAL FM6403 (PINK ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6722,ANNE FM6722 (GREEN ON PETAL ON CHARLIE LINEN),GREEN ON PETAL,Strike-off,,,60,36,,,ANNE FM6722 (GREEN ON PETAL ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6418,CARNEAL FM6418 (MARIGOLD ON CHARLIE LINEN),Marigold,Strike-off,,,60,36,,,CARNEAL FM6418 (MARGOLD ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6724,ANNE FM6724 PERIWINKLE GREEN ON BISQUE ON CHARLIE LINEN),PERIWINKLE GREEN ON BISQUE,Strike-off,,,60,36,,,ANNE FM6724 (PERIWINKLE GREEN ON BISQUE ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6449,CARNEAL FM6449 (QUARRY LAKE ON CHARLIE LINEN),QUARRY LAKE,Strike-off,,,60,36,,,CARNEAL FM6449 (QUARRY LAKE ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6402,CARNEAL FM6402 (LIGHT GREEN ON CHARLIE LINEN),LIGHT GREEN,Strike-off,,,60,36,,,CARNEAL FM6402 (LIGHT GREEN ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6743,ANNE FM6743 (MATCH ON CHARLIE LINEN),MATCH,Strike-off,,,60,36,,,ANNE FM6743 (MATCH ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6740,ANNE FM6740 (TERRACOTTA BLUE ON HAZE ON CHARLIE LINEN),TERRACOTTA BLUE ON HAZE,Strike-off,,,60,36,,,ANNE FM6740 (TERRACOTTA BLUE ON HAZE ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6452,CARNEAL FM6452 (VIOLET ON CHARLIE LINEN),Violet,Strike-off,,,60,36,,,CARNEAL FM6452 (VIOLET ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
FM6400,CARNEAL FM6400 (BROWN ON CHARLIE LINEN),Brown,Strike-off,,,60,36,,,CARNEAL FM6400 (BROWN ON CHARLIE LINEN),PARLeon Bleached,YD,,12.96,150,1,,A,,,FERRICK MASON,Single Sided,,,,Screen Print,2,Fabric,LIFT
SPSKO-COMO BLEACHED,SISTER PARISH SPSKO-COMO BLEACHED,,Strike-off,,,60,36,,,SISTER PARISH SPSKO-COMO BLEACHED,PARComo Bleached,YD,,10.44,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,,Fabric,LIFT
DOLLY SPA-2000-SKO,DOLLY SPA-2000-SKO,Blue,Strike-off,,,60,36,,,DOLLY SPA-2000-SKO,PARAT5409 Natural White,YD,,11.01,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,2,Fabric,LIFT
SPA-1600-SKO,DESMOND SPA-1600-SKO,,Strike-off,,,60,36,,,DESMOND SPA-1600-SKO,PARAT5409 Natural White,YD,,11.01,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOFA-054522,DU BARRY SKOFA-054522 (CST COLOR),Custom,Strike-off,,,60,36,,,DU BARRY SKOFA-054522 (CST COLOR),PARThar (Ivory),EA,,17.12,150,1,,A,,,BOB COLLINS,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKO112425,BOB COLLINS SKO112425-PC (POLISHED COTTON),CST,Strike-off,,,60,36,,,BOB COLLINS SKO112425-PC (POLISHED COTTON),PARPolishedCotton,YD,,8.76,150,1,,A,,,BOB COLLINS,Single Sided,,,,Screen Print,1,Fabric,LIFT
GT-01,GRAND TURK,PINK/MAUVE,Strike-off,,,60,36,,,GRAND TURK GT-01 (PINK/MAUVE),T-2525 (Bleached),EA,,9.96,150,1,,A,,,DRUSUS TABOR,Single Sided,,,,Screen Print,3,Fabric,LIFT
GT-02,GRAND TURK,GREEN/BROWN,Strike-off,,,60,36,,,GRAND TURK GT-02 (GREEN/BROWN),T-2525 (Bleached),EA,,9.96,150,1,,A,,,DRUSUS TABOR,Single Sided,,,,Screen Print,3,Fabric,LIFT
SPSKO-SUSSEX BLEACHED,SISTER PARISH SPSKO-SUSSEX BLEACJED,,Strike-off,,,60,36,,,SISTER PARISH SPSKO-SUSSEX BLEACJED,PARSussex Bleached DWL,YD,,8.2,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOMU-204-F,Mums,Lavender,Strike-off,,,60,36,,,MUMS SKOMU-204-F (Lavender),PARMadden Oyster PFP,YD,,10.24,150,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOPHIL-MBD,Phillip Herring,Custom Purple,Strike-off,,,60,36,,,PHILLIP HERRING SKOPHIL-MBD (CUSTOM PURPLE),PARMadden Oyster PFP,YD,,10.24,150,1,,A,,,MEG BRAFF,Single Sided,,,,Screen Print,1,Fabric,LIFT
SPSKO-ARLO,SISTER PARISH SPSKO-ARLO,,Strike-off,,,60,36,,,SISTER PARISH SPSKO-ARLO,PARMadden Oyster PFP,YD,,10.24,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,,Fabric,LIFT
SKO-FA-061473-SP,GERANIUM SKO-FA-061473-SP (CST),CST,Strike-off,,,60,36,,,GERANIUM SKO-FA-061473-SP (CST),PARMadden Oyster PFP,YD,,10.24,150,1,,A,,,BOB COLLINGS,Single Sided,,,,Screen Print,7,Fabric,LIFT
SPSKO-SUSSEX NATURAL,SISTER PARISH SPSKO-SUSSEX NATURAL,,Strike-off,,,60,36,,,SISTER PARISH SPSKO-SUSSEX NATURAL,PARSussex Natural DWL,YD,,8.2,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,,Fabric,LIFT
SPSKO- EMMERON COTTON,SISTER PARISH SPSKO- EMMERON COTTON,,Strike-off,,,60,36,,,SISTER PARISH SPSKO- EMMERON COTTON,PAREmmeron Bleached,YD,,2.76,150,1,,A,,,SISTER PARISH,Single Sided,,,,Screen Print,,Fabric,LIFT
SKOTT51525-BV,BELLEVILLE CST BLUE SKOTT51525-BV,CST BLUE,Strike-off,,,60,36,,,BELLEVILLE CST BLUE SKOTT51525-BV,PARA308 Oyster,YD,,15.72,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT22725-BBY,BABY BOLD,CSTM FLAMINGO AND SUMMER BLUE,Strike-off,,,60,36,,,SKOTT22725-BBY BABY BOLD Color: CSTM FLAMINGO AND SUMMER BLUE,PARA308 Oyster,YD,,15.72,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT11725-CHC,CHIT CHAT,(ELECTRIC LIME/SUMMER),Strike-off,,,60,36,,,SKOTT11725-CHC CHIT CHAT (ELECTRIC LIME/SUMMER),PARA308 Oyster,YD,,15.72,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT61325-BUB,BUBBLES SKOTT61325-BUB (CSTM ON WHT SAILCLOTH),Custom,Strike-off,,,60,36,,,BUBBLES SKOTT61325-BUB (CSTM ON WHT SAILCLOTH),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT11025-WDG (DOYLE GREEN),WOODGRAIN SKOTT41425-WDG,DOYLE GREEN,Strike-off,,,60,36,,,WOODGRAIN SKOTT41425-WDG (DOYLE GREEN),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT52025-CHR,CHRYSANTHEMUM,Custom,Strike-off,,,60,36,,,CHRYSANTHEMUM SKOTT52025-CHR (CUSTOM),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOTT11025-WDG (DOYLE GREEN #2),WOODGRAIN SKOTT41425-WDG (DOYLE GREE #2),DOYLE GREEN #2,Strike-off,,,60,36,,,WOODGRAIN SKOTT41425-WDG (DOYLE GREEN #2),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT5825-BBL,BUTTERFLY BLOTCH,Custom Color,Strike-off,,,60,36,,,BUTTERFLY BLOTCH SKOTT5825-BBL (CUSTOM COLOR),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT4825-CHR,CHRYSANTHEMUM,BLUE AND GREEN,Strike-off,,,60,36,,,CHRYSANTHEMUM SKOTT4825-CHR (BLUE AND GREEN),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,3,Fabric,LIFT
SKOTT4825-JUNGLE TOILE,JUNGLE TOILE,Brown,Strike-off,,,60,36,,,JUNGLE TOILE SKOTT4825-JUNGLE TOILE,PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT42825-STR,STRIPE SKOTT42825-STR (CST BLUES),CST BLUES,Strike-off,,,60,36,,,STRIPE SKOTT42825-STR (CST BLUES),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKO-8525-CFT,CONFETTI,BLUE ON WHITE,Strike-off,,,60,36,,,CONFETTI SKO-8525-CFT (BLUE ON WHITE),PARSailcloth (White),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT52825-WWS,WICKER SKOTT52825-WWS (CSTM ON WHITE SAILCLOTH),Custom,Strike-off,,,60,36,,,WICKER SKOTT52825-WWS (CSTM ON WHITE SAILCLOTH),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT61325-SF,SIERRA FLORA SKOTT61325-SF (CSTM ON WHT SAILCLOTH),Custom,Strike-off,,,60,36,,,SIERRA FLORA SKOTT61325-SF (CSTM ON WHT SAILCLOTH),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT61325-NM,NANTUCKET MAP SKOTT61325-NM (CSTM ON LEON UNBLEACHED),Custom,Strike-off,,,60,36,,,NANTUCKET MAP SKOTT61325-NM (CSTM ON LEON UNBLEACHED),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT61325-LR,LARGE ROPE SKOTT61325-LR (CSTM ON WHT SAILCLOTH),Custom,Strike-off,,,60,36,,,LARGE ROPE SKOTT61325-LR (CSTM ON WHT SAILCLOTH),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT12126-QAL,QUEEN ANNE'S LACE,CST,Strike-off,,,60,36,,,QUEEN ANNE'S LACE SKOTT12126-QAL (CST on SAILCLOTH),PARSailcloth (White),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT52325-STP2,CUSTOM STRIPE #2 SKOTT52325-STP2 (NATURAL SAILCLOTH),Custom,Strike-off,,,60,36,,,CUSTOM STRIPE #2 SKOTT52325-STP2 (NATURAL SAILCLOTH),PARSailcloth (Natural),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKO-8525-STFR,STRAWBERRY FIELDS,Red,Strike-off,,,60,36,,,STRAWBERRY FIELDS SKO-8525-STFR (RED),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKOTT52325-STP,CUSTOM STRIPE SKOTT52325-STP (NATURAL SAILCLOTH),Custom,Strike-off,,,60,36,,,CUSTOM STRIPE SKOTT52325-STP (NATURAL SAILCLOTH),PARSailcloth (Natural),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT52325-GER,GERANIUM SKOTT52325-GER (NATURAL SAILCLOTH),Custom,Strike-off,,,60,36,,,GERANIUM SKOTT52325-GER (NATURAL SAILCLOTH),PARSailcloth (Natural),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKO-8525-GWM,GERANIUM WITH MINISTRIPE,Custom Coral,Strike-off,,,60,36,,,GERANIUM WITH MINISTRIPE SKO-8525-GWM (CUSTOM CORAL),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,5,Fabric,LIFT
SKOTT52325-LGCRP,LARGE CARP SKOTT52325-LGCRP (NATURAL SAILCLOTH),Custom,Strike-off,,,60,36,,,LARGE CARP SKOTT52325-LGCRP (NATURAL SAILCLOTH),PARSailcloth (Natural),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,1,Fabric,LIFT
SKOTT-8425-PNS,Peony Silhouette,Graphite,Strike-off,,,60,36,,,PEONY SILHOUETTE SKOTT-8425-PNS (GRAPHITE),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT-8425-PNSR,Peony Silhouette,Red,Strike-off,,,60,36,,,PEONY SILHOUETTE SKOTT-8425-PNSR (RED),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKOTT-8425-PNSL,PEONY SILHOUETTE SKOTT-8425-PNSL (LEAF),Leaf,Strike-off,,,60,36,,,PEONY SILHOUETTE SKOTT-8425-PNSL (LEAF),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
SKO-8525-STFG,STRAWBERRY FIELDS,Graphite,Strike-off,,,60,36,,,STRAWBERRY FIELDS SKO-8525-STFG (GRAPHITE),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKO-8525-STFW,STRAWBERRY FIELDS,White,Strike-off,,,60,36,,,STRAWBERRY FIELDS SKO-8525-STFW (WHITE),PARSailcloth (Natural),EA,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,4,Fabric,LIFT
SKOTT92425,GREEN STRIPE,GREEEN,Strike-off,,,60,36,,,GREEN STRIPE SKOTT92425,PARSailcloth (Natural),YD,,8.01,150,1,,A,,,TILLETT,Single Sided,,,,Screen Print,2,Fabric,LIFT
