ORDER_NUMBER,LINE_NUMBER,CUSTOMER_NAME,CUSTOMER_TYPE,PO_NUMBER,INVOICE_NUMBER,ORDER_CREATED_DATE,PRINTED_DATE,ESTIMATED_SHIP_DATE,ACTUAL_SHIP_DATE,INVOICE_DATE,ITEM_SKU,LINE_DESCRIPTION,MATERIAL,ORDER_STATUS,INVOICE_STATUS,QTY_ORDERED,QTY_PRINTED,QTY_TO_DELIVER,QTY_DELIVERED,QTY_INVOICED,ACT_UNIT_PRICE,ORDERED_SALES,PRODUCED_SALES,PRODUCED_COST,INVOICED_REVENUE,UOM,TOTAL_YARDS,YARDS_INVOICED,INK_USAGE,INK_TOTAL_COST,SHIPPING_TOTAL,TAX_TOTAL,AMOUNT_PAID,PAYMENT_STATUS,FLAGS,FLAGS_TEXT,PATTERN_WIDTH,PATTERN_HEIGHT,ORDER_TYPE,PRINTED_WIDTH,PRINTED_HEIGHT,CORRECT_AMOUNT_PRINTED,Source Data,STORAGE_TYPE,CUT_OPTION,Product Type,Type Yards vs Fees,Memo Yield,Yield,Material if Blank,Schu Grounds,Schu Ground Yards,Category Customer MTO,Single Kit Order Number,All Kit Order Number,Kitted Vs NOT Kitted,Single Ground Price,Kit Ground Price,Price NO Kitting,Kit Ordered Income,Qty Wasted,WIP,New Goods,Single Held to Invoice,Holding to Invoice,Number of Colors,Yards Written Rounded,Ground Direct No Print,Division,Order-Line,New Goods Flag,Machine Name,Single Yard Order Status,Yard Order Status
F0008711,1,F. SCHUMACHER & CO - HUB,Hub,PO2020441,INV9325,6/2/2025,9/5/2025,6/27/2025,9/5/2025,9/5/2025,5016421,Franks Garden,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,1200,1021,0,980,980,5,6000,5105,0,4900,YD,490.5,490,,,0,,,,,,27,41.513,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,41,DONE,Other,DONE,DONE,,600,0,Digital,F0008711-1,,Trish,Invoiced,Invoiced
F0008304,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2019556,INV12204,5/18/2025,1/16/2026,6/27/2025,1/30/2026,1/30/2026,5018241,Indah Batik,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,50,60,0,50,50,5,250,300,0,250,YD,25,25,,,0,,,,,,14,9.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,10,DONE,New Goods,DONE,DONE,,25,0,Digital,F0008304-1,,Sasha,Invoiced,Invoiced
F0011887,1,F. SCHUMACHER & CO - HUB,Hub,PO2029797,INV10825,10/21/2025,11/7/2025,12/5/2025,11/14/2025,11/14/2025,5013541,Fairie Garden,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,300,180,0,180,180,5,1500,900,0,900,YD,90,90,,,0,,,,,,26,16,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,0,DONE,Other,DONE,DONE,,150,0,Digital,F0011887-1,,Trish,Invoiced,Invoiced
F0010042,1,F. SCHUMACHER & CO - HUB,Hub,PO2023924,INV11348,7/28/2025,12/8/2025,9/5/2025,12/12/2025,12/12/2025,5014881,Fairfarren,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,1200,1210,0,1170,1170,10,12000,12100,0,11700,YD,1170,1170,,,0,,,,,,54,45,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,40,DONE,Other,DONE,DONE,,1200,0,Digital,F0010042-1,,Glow,Invoiced,Invoiced
F0012949,1,F. SCHUMACHER & CO - MTO,Hub,PO2033828,INV11434,12/11/2025,12/16/2025,12/18/2025,12/17/2025,12/17/2025,5008794,Woodperry,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,20,21,0,20,20,10,200,210,0,200,YD,20,20,,,0,,,,,,9,31,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,20,0,Digital,F0012949-1,,Sasha,Invoiced,Invoiced
F0011892,1,F. SCHUMACHER & CO - HUB,Hub,PO2029871,INV13016,10/21/2025,2/21/2026,12/5/2025,3/13/2026,3/13/2026,5015611,Drifting Grid,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,1200,960,0,890,890,5,6000,4800,0,4450,YD,445,445,,,0,,,,,,27,17.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,70,DONE,Other,DONE,DONE,,600,0,Digital,F0011892-1,,Trish,Invoiced,Invoiced
F0007380,1,F. SCHUMACHER & CO - HUB,Hub,PO2016594,INV8951,4/10/2025,8/7/2025,5/23/2025,8/15/2025,8/15/2025,5015611,Drifting Grid,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,1000,1200,0,1180,1180,5,5000,6000,0,5900,YD,600,590,,,0,,,,,,27,17.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,20,DONE,Other,DONE,DONE,,500,0,Digital,F0007380-1,,Glow,Invoiced,Invoiced
F0012819,1,F. SCHUMACHER & CO - MTO,Hub,PO2032766,INV11464,12/4/2025,12/17/2025,12/11/2025,12/18/2025,12/18/2025,5014180,Night At The Opera,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,10,22,0,10,10,5,50,110,0,50,YD,5,5,,,0,,,,,,27,40.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,12,DONE,Other,DONE,DONE,,5,0,Digital,F0012819-1,,LASH,Invoiced,Invoiced
F0010511,1,F. SCHUMACHER & CO - HUB,Hub,PO2025489,INV9442,8/18/2025,9/4/2025,9/19/2025,9/12/2025,9/12/2025,5011710,Toile De La Prairie,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,310,0,300,300,10,2000,3100,0,3000,YD,300,300,,,0,,,,,,27,27,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,10,DONE,Other,DONE,DONE,,200,0,Digital,F0010511-1,,Trish,Invoiced,Invoiced
F0010053,1,F. SCHUMACHER & CO - HUB,Hub,PO2023953,INV9324,7/28/2025,8/29/2025,9/5/2025,9/5/2025,9/5/2025,5012010,Josephine,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,400,400,0,380,380,5,2000,2000,0,1900,YD,190,190,,,0,,,,,,27,29.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,20,DONE,Other,DONE,DONE,,200,0,Digital,F0010053-1,,Glow,Invoiced,Invoiced
F0011422,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2028248,INV10532,10/3/2025,10/24/2025,11/11/2025,10/31/2025,10/31/2025,5013668,White Lotus,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,300,300,0,300,300,5,1500,1500,0,1500,YD,150,150,,,0,,,,,,27,27.63,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,0,DONE,New Goods,DONE,DONE,,150,0,Digital,F0011422-1,,Trish,Invoiced,Invoiced
F0008892,1,F. SCHUMACHER & CO - MTO,Hub,PO2020957,INV8471,6/4/2025,7/18/2025,6/13/2025,7/21/2025,7/21/2025,5014222,Colline,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,70,82,0,70,70,5,350,410,0,350,YD,41,35,,,0,,,,,,7,16.88,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,12,DONE,Other,DONE,DONE,,35,0,Digital,F0008892-1,,LASH,Invoiced,Invoiced
F0010218,1,F. SCHUMACHER & CO - HUB,Hub,PO2024672,INV11483,8/4/2025,12/18/2025,10/3/2025,12/19/2025,12/19/2025,5017582,Mr. Darcy's Clouds,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,600,630,0,620,620,10,6000,6300,0,6200,YD,620,620,,,0,,,,,,54,60,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,10,DONE,Other,DONE,DONE,,600,0,Digital,F0010218-1,,Glow,Invoiced,Invoiced
F0010047,1,F. SCHUMACHER & CO - HUB,Hub,PO2023950,INV11349,7/28/2025,12/8/2025,9/5/2025,12/12/2025,12/12/2025,5013684,Bloomsbury,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,600,720,0,720,720,5,3000,3600,0,3600,YD,360,360,,,0,,,,,,27,38.88,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,0,DONE,Other,DONE,DONE,,300,0,Digital,F0010047-1,,Sasha,Invoiced,Invoiced
F0010545,1,F. SCHUMACHER & CO - HUB,Hub,PO2025579,INV11878,8/19/2025,1/13/2026,10/3/2025,1/16/2026,1/16/2026,5008030,Burley,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,200,0,190,190,10,2000,2000,0,1900,YD,190,190,,,0,,,,,,2,4,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,10,DONE,Other,DONE,DONE,,200,0,Digital,F0010545-1,,Trish,Invoiced,Invoiced
F0007069,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2015109,INV9753,3/23/2025,9/18/2025,5/1/2025,9/26/2025,9/26/2025,5017920,Chiang Mai Dragon Silhouette,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,200,0,200,200,5,1000,1000,0,1000,YD,200,200,,,0,,,,,,27,48,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,0,DONE,New Goods,DONE,DONE,,200,0,Digital,F0007069-1,,Trish,Invoiced,Invoiced
F0010216,1,F. SCHUMACHER & CO - HUB,Hub,PO2024667,INV9439,8/4/2025,9/5/2025,9/19/2025,9/12/2025,9/12/2025,5014890,Turini,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,1200,990,0,960,960,10,12000,9900,0,9600,YD,960,960,,,0,,,,,,54,72,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,30,DONE,Other,DONE,DONE,,1200,0,Digital,F0010216-1,,Sasha,Invoiced,Invoiced
F0012378,1,F. SCHUMACHER & CO - MTO,Hub,PO2031633,INV10853,11/10/2025,11/14/2025,11/17/2025,11/14/2025,11/14/2025,5016933,Magnolia Tree,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,30,31,0,30,30,10,300,310,0,300,YD,30,30,,,0,,,,,,54,47.5,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,30,0,Digital,F0012378-1,,Trish,Invoiced,Invoiced
F0014561,1,F. SCHUMACHER & CO - HUB,Hub,PO2029425,INV13014,3/13/2026,3/13/2026,3/13/2026,3/13/2026,3/13/2026,5013695,New Beat,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,30,30,0,30,30,5,150,150,0,150,YD,15,15,,,0,,,,,,27,28.75,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,0,DONE,Other,DONE,DONE,,15,0,Digital,F0014561-1,,,Invoiced,Invoiced
F0012479,1,F. SCHUMACHER & CO - MTO,Hub,PO2031980,INV11167,11/14/2025,12/4/2025,11/21/2025,12/4/2025,12/4/2025,5014012,Threshold,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,60,62,0,60,60,5,300,310,0,300,YD,30,30,,,0,,,,,,27,20.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,2,DONE,Other,DONE,DONE,,30,0,Digital,F0012479-1,,Bianca,Invoiced,Invoiced
F0006318,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2011900,INV10297,2/10/2025,10/17/2025,3/20/2025,10/24/2025,10/24/2025,5008335,Weeping Pine,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,200,0,200,200,10,2000,2000,0,2000,YD,200,200,,,0,,,,,,54,54,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,0,DONE,New Goods,DONE,DONE,,200,0,Digital,F0006318-1,,Trish,Invoiced,Invoiced
F0013004,1,F. SCHUMACHER & CO - MTO,Hub,PO2033964,INV11749,12/15/2025,12/17/2025,12/22/2025,1/9/2026,1/9/2026,5009120,Toile de Fleurs,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,40,41,0,40,40,5,200,205,0,200,YD,20.5,20,,,0,,,,,,14,13.75,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,1,DONE,Other,DONE,DONE,,20,0,Digital,F0013004-1,,Jacy Jayne,Invoiced,Invoiced
F0012807,1,F. SCHUMACHER & CO - MTO,Hub,PO2033361,INV11367,12/4/2025,12/10/2025,12/11/2025,12/12/2025,12/12/2025,5013080,Taylor,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,30,42,0,30,30,5,150,210,0,150,YD,15,15,,,0,,,,,,14,7,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,12,DONE,Other,DONE,DONE,,15,0,Digital,F0012807-1,,Bianca,Invoiced,Invoiced
F0013086,1,F. SCHUMACHER & CO - MTO,Hub,PO2034290,INV11697,12/18/2025,1/7/2026,12/25/2025,1/7/2026,1/7/2026,5013994,Trace,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,70,71,0,70,70,10,700,710,0,700,YD,35,35,,,0,,,,,,54,90,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,35,0,Digital,F0013086-1,,Sasha,Invoiced,Invoiced
F0013096,1,F. SCHUMACHER & CO - MTO,Hub,PO2034331,INV11553,12/19/2025,12/19/2025,12/26/2025,12/29/2025,12/29/2025,5012371,Minerva Plaid,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,110,111,0,110,110,5,550,555,0,550,YD,55.5,55,,,0,,,,,,27,27,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,1,DONE,Other,DONE,DONE,,55,0,Digital,F0013096-1,,Dakota Kai,Invoiced,Invoiced
F0012492,1,F. SCHUMACHER & CO - MTO,Hub,PO2032021,INV10993,11/17/2025,11/19/2025,11/24/2025,11/22/2025,11/24/2025,5011771,Annabel Warp Print,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,50,51,0,50,50,5,250,255,0,250,YD,25.5,25,,,0,,,,,,27,21.63,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,1,DONE,Other,DONE,DONE,,25,0,Digital,F0012492-1,,Dakota Kai,Invoiced,Invoiced
F0009552,1,F. SCHUMACHER & CO - HUB,Hub,PO2022734,INV9761,7/11/2025,9/19/2025,8/15/2025,9/26/2025,9/26/2025,5016931,Magnolia Tree,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,300,110,0,110,110,10,3000,1100,0,1100,YD,340,110,,,0,,,,,,54,47.5,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,0,DONE,Other,DONE,DONE,,300,0,Digital,F0009552-1,,Sasha,Invoiced,Invoiced
F0007059,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2015099,INV9756,3/23/2025,9/18/2025,5/1/2025,9/26/2025,9/26/2025,5017921,Chiang Mai Dragon Silhouette,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,50,60,0,50,50,5,250,300,0,250,YD,50,50,,,0,,,,,,27,48,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,10,DONE,New Goods,DONE,DONE,,50,0,Digital,F0007059-1,,Trish,Invoiced,Invoiced
F0011429,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2028232,INV10541,10/3/2025,10/23/2025,11/11/2025,10/31/2025,10/31/2025,5013666,White Lotus,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,300,300,0,280,280,5,1500,1500,0,1400,YD,140,140,,,0,,,,,,27,27.63,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,20,DONE,New Goods,DONE,DONE,,150,0,Digital,F0011429-1,,Trish,Invoiced,Invoiced
F0010543,1,F. SCHUMACHER & CO - HUB,Hub,PO2025572,INV9762,8/19/2025,9/23/2025,10/3/2025,9/26/2025,9/26/2025,5008031,Burley,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,210,0,200,200,10,2000,2100,0,2000,YD,200,200,,,0,,,,,,2,4,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,10,DONE,Other,DONE,DONE,,200,0,Digital,F0010543-1,,Trish,Invoiced,Invoiced
F0006304,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2011892,INV10029,2/9/2025,10/3/2025,4/3/2025,10/10/2025,10/10/2025,5015364,Tasmanian Mimosa,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,200,0,200,200,10,2000,2000,0,2000,YD,200,200,,,0,,,,,,18,13.5,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,0,DONE,New Goods,DONE,DONE,,200,0,Digital,F0006304-1,,Trish,Invoiced,Invoiced
F0010246,1,F. SCHUMACHER & CO - HUB,Hub,PO2024681,INV10654,8/5/2025,10/30/2025,9/19/2025,11/7/2025,11/7/2025,5008003,Folly,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,300,300,0,260,260,10,3000,3000,0,2600,YD,260,260,,,0,,,,,,4,5,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,40,DONE,Other,DONE,DONE,,300,0,Digital,F0010246-1,,Sasha,Invoiced,Invoiced
F0009289,1,F. SCHUMACHER & CO - HUB,Hub,PO2022064,INV10822,6/26/2025,10/31/2025,8/8/2025,11/14/2025,11/14/2025,5013663,White Lotus,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,1200,1120,0,1120,1120,5,6000,5600,0,5600,YD,560,560,,,0,,,,,,27,27.67,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,0,DONE,Other,DONE,DONE,,600,0,Digital,F0009289-1,,Sasha,Invoiced,Invoiced
F0014228,1,F. SCHUMACHER & CO - MTO,Hub,PO2038688,INV13005,2/24/2026,3/10/2026,3/3/2026,3/12/2026,3/12/2026,5014212,Taboo,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,90,102,0,90,90,5,450,510,0,450,YD,45,45,,,0,,,,,,27,54,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,12,DONE,Other,DONE,DONE,,45,0,Digital,F0014228-1,,LASH,Invoiced,Invoiced
F0013273,1,F. SCHUMACHER & CO - MTO,Hub,PO2035144,INV12216,1/5/2026,1/29/2026,1/12/2026,1/30/2026,1/30/2026,5014571,MOOD RING,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,20,21,0,20,20,10,200,210,0,200,YD,20,20,,,0,,,,,,54,66.13,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,20,0,Digital,F0013273-1,,Glow,Invoiced,Invoiced
F0010243,1,F. SCHUMACHER & CO - HUB,Hub,PO2024684,INV12027,8/5/2025,1/23/2026,9/19/2025,1/23/2026,1/23/2026,5014581,Rhinestone Cowboy,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,600,521,0,510,510,5,3000,2605,0,2550,YD,255,255,,,0,,,,,,27,31,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,11,DONE,Other,DONE,DONE,,300,0,Digital,F0010243-1,,,Invoiced,Invoiced
F0011874,1,F. SCHUMACHER & CO - MTO,Hub,PO2029980,INV10545,10/21/2025,10/31/2025,10/28/2025,10/31/2025,10/31/2025,5013663,White Lotus,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,20,22,0,20,20,5,100,110,0,100,YD,10,10,,,0,,,,,,27,27.67,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,2,DONE,Other,DONE,DONE,,10,0,Digital,F0011874-1,,Sasha,Invoiced,Invoiced
F0013667,1,F. SCHUMACHER & CO - MTO,Hub,PO2036103,INV12328,1/21/2026,2/5/2026,1/28/2026,2/5/2026,2/5/2026,5015593,Monte Carlo,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,70,71,0,70,70,10,700,710,0,700,YD,70,70,,,0,,,,,,54,81,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,70,0,Digital,F0013667-1,,Bianca,Invoiced,Invoiced
F0008710,1,F. SCHUMACHER & CO - HUB,Hub,PO2020448,INV10019,6/2/2025,10/8/2025,7/11/2025,10/10/2025,10/10/2025,5013664,White Lotus,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,2000,2460,0,2360,2360,5,10000,12300,0,11800,YD,1215,1180,,,0,,,,,,27,27.63,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,100,DONE,Other,DONE,DONE,,1000,0,Digital,F0008710-1,,Sasha,Invoiced,Invoiced
F0013243,1,F. SCHUMACHER & CO - MTO,Hub,PO2035126,INV12106,1/2/2026,1/24/2026,1/9/2026,1/27/2026,1/27/2026,5012363,Willa Check Small,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,20,22,0,20,20,5,100,110,0,100,YD,10,10,,,0,,,,,,2,13.5,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,2,DONE,Other,DONE,DONE,,10,0,Digital,F0013243-1,,Sasha,Invoiced,Invoiced
F0012634,1,F. SCHUMACHER & CO - MTO,Hub,PO2032453,INV11145,11/24/2025,11/26/2025,12/1/2025,12/3/2025,12/4/2025,5008030,Burley,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,40,41,0,40,40,10,400,410,0,400,YD,41,40,,,0,,,,,,2,4,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,40,0,Digital,F0012634-1,,Valhalla,Invoiced,Invoiced
F0014138,1,F. SCHUMACHER & CO - MTO,Hub,PO2037854,INV12805,2/18/2026,2/27/2026,2/25/2026,2/27/2026,2/27/2026,5015282,Atmos,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,50,51,0,50,50,10,500,510,0,500,YD,50,50,,,0,,,,,,54,48,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,10,0,1,DONE,Other,DONE,DONE,,50,0,Digital,F0014138-1,,Bianca,Invoiced,Invoiced
F0013726,1,F. SCHUMACHER & CO - MTO,Hub,PO2036271,INV12313,1/27/2026,1/29/2026,2/3/2026,2/3/2026,2/4/2026,5014380,Delft Waves,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,10,11,0,10,10,5,50,55,0,50,YD,5.5,5,,,0,,,,,,27,36,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,MTO,,,NOT Kitted,0,0,5,0,1,DONE,Other,DONE,DONE,,5,0,Digital,F0013726-1,,Valhalla,Invoiced,Invoiced
F0008356,1,F. SCHUMACHER & CO - NEW GOODS,Hub,PO2019571,INV11886,5/19/2025,1/6/2026,6/27/2025,1/16/2026,1/16/2026,5018061,Gloriette,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,200,0,200,200,10,2000,2000,0,2000,YD,200,200,,,0,,,,,,18,36,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,0,DONE,New Goods,DONE,DONE,,200,0,Digital,F0008356-1,,Glow,Invoiced,Invoiced
F0010044,1,F. SCHUMACHER & CO - HUB,Hub,PO2023945,INV11735,7/28/2025,12/19/2025,9/5/2025,1/9/2026,1/9/2026,5011201,Coral,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,600,900,0,720,720,5,3000,4500,0,3600,YD,360,360,,,0,,,,,,7,13.75,Digital,30,36,,LIFT,,,Regular,Yards,,0.5,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,5,0,180,DONE,Other,DONE,DONE,,300,0,Digital,F0010044-1,,Sasha,Invoiced,Invoiced
F0010254,1,F. SCHUMACHER & CO - HUB,Hub,PO2024686,INV10939,8/5/2025,11/14/2025,9/19/2025,11/21/2025,11/21/2025,5008044,Ferne Park,"BNYNeuKaliss 60"" 315Y",Invoiced,Approved,200,210,0,210,210,10,2000,2100,0,2100,YD,210,210,,,0,,,,,,10,10.5,Digital,60,36,,LIFT,,,Regular,Yards,,1,"BNYNeuKaliss 60"" 315Y",,,Regular,,,NOT Kitted,0,0,10,0,0,DONE,Other,DONE,DONE,,200,0,Digital,F0010254-1,,Sasha,Invoiced,Invoiced
